date,close,open,high,low,volume_m,price_range,month,quarter
2021-03-01,154.70399475097656,156.39450073242188,159.10000610351562,144.0500030517578,1563.76,15.05,3,1
2021-04-01,173.37100219726562,155.89700317382812,177.6999969482422,155.77749633789062,1536.79,21.92,4,2
2021-05-01,161.15350341796875,174.2364959716797,174.33250427246094,156.36849975585938,1503.68,17.96,5,2
2021-06-01,172.00799560546875,162.1750030517578,176.2429962158203,158.61000061035156,1340.22,17.63,6,2
2021-07-01,166.37950134277344,171.73049926757812,188.6540069580078,165.3489990234375,1674.59,23.31,7,3
2021-08-01,173.5395050048828,167.65499877929688,173.62899780273438,158.78799438476562,1256.96,14.84,8,3
2021-09-01,164.2519989013672,174.82000732421875,177.49949645996094,163.69949340820312,1250.55,13.8,9,3
2021-10-01,168.6215057373047,164.45050048828125,173.9499969482422,158.8125,1273.47,15.14,10,4
2021-11-01,175.35350036621094,168.08999633789062,188.1074981689453,164.17750549316406,1515.99,23.93,11,4
2021-12-01,166.7169952392578,177.25,177.99400329589844,165.19500732421875,1287.63,12.8,12,4
2022-01-01,149.57350158691406,167.5500030517578,171.39999389648438,135.3520050048828,1524.65,36.05,1,1
2022-02-01,153.56300354003906,150.0,163.83450317382812,138.33299255371094,1689.6,25.5,2,1
2022-03-01,162.99749755859375,152.7324981689453,170.8314971923828,133.57249450683594,1628.49,37.26,3,1
2022-04-01,124.28150177001953,164.14950561523438,168.39450073242188,121.625,1465.01,46.77,4,2
2022-05-01,120.20950317382812,122.4010009765625,126.22049713134766,101.26000213623047,2258.48,24.96,5,2
2022-06-01,106.20999908447266,122.25599670410156,128.99000549316406,101.43000030517578,1767.6,27.56,6,2
2022-07-01,134.9499969482422,106.29000091552734,137.64999389648438,105.8499984741211,1337.85,31.8,7,3
2022-08-01,126.7699966430664,134.9600067138672,146.57000732421875,126.73999786376953,1170.45,19.83,8,3
2022-09-01,113.0,126.0,136.49000549316406,112.05999755859375,1210.49,24.43,9,3
2022-10-01,102.44000244140625,113.58000183105469,123.0,97.66000366210938,1459.31,25.34,10,4
2022-11-01,96.54000091552734,103.98999786376953,104.58000183105469,85.87000274658203,2035.13,18.71,11,4
2022-12-01,84.0,96.98999786376953,97.2300033569336,81.69000244140625,1549.19,15.54,12,4
2023-01-01,103.12999725341797,85.45999908447266,103.48999786376953,81.43000030517578,1523.8,22.06,1,1
2023-02-01,94.2300033569336,102.52999877929688,114.0,92.31999969482422,1364.1,21.68,2,1
2023-03-01,103.29000091552734,93.87000274658203,103.48999786376953,88.12000274658203,1349.24,15.37,3,1
2023-04-01,105.44999694824219,102.30000305175781,110.86000061035156,97.70999908447266,1224.23,13.15,4,2
2023-05-01,120.58000183105469,104.94999694824219,122.91999816894531,101.1500015258789,1433.04,21.77,5,2
2023-06-01,130.36000061035156,120.69000244140625,131.49000549316406,119.93000030517578,1242.94,11.56,6,2
2023-07-01,133.67999267578125,130.82000732421875,136.64999389648438,125.91999816894531,1058.87,10.73,7,3
2023-08-01,138.00999450683594,133.5500030517578,143.6300048828125,126.41000366210938,1210.69,17.22,8,3
2023-09-01,127.12000274658203,139.4600067138672,145.86000061035156,123.04000091552734,1120.51,22.82,9,3
