date,close,open,high,low,volume_m,price_range,month,quarter
2022-03-23,37.44900131225586,37.97700119018555,38.24599838256836,37.44900131225586,37.29,0.8,3,1
2022-03-24,37.57099914550781,37.97600173950195,37.97600173950195,36.88999938964844,38.88,1.09,3,1
2022-03-25,37.3849983215332,37.707000732421875,37.763999938964844,36.643001556396484,35.74,1.12,3,1
2022-03-28,37.85100173950195,37.52299880981445,38.02799987792969,36.67300033569336,43.23,1.35,3,1
2022-03-29,39.18199920654297,38.43899917602539,39.650001525878906,38.03300094604492,58.81,1.62,3,1
2022-03-30,38.14699935913086,38.95500183105469,39.27000045776367,37.862998962402344,40.23,1.41,3,1
2022-03-31,37.45899963378906,38.35900115966797,38.400001525878906,37.361000061035156,41.35,1.04,3,1
2022-04-01,37.34700012207031,37.68000030517578,38.08700180053711,36.849998474121094,46.44,1.24,4,2
2022-04-04,39.150001525878906,37.35499954223633,39.60200119018555,37.3129997253418,70.02,2.29,4,2
2022-04-05,38.01499938964844,38.93000030517578,39.0,37.73099899291992,42.34,1.27,4,2
2022-04-06,36.834999084472656,37.415000915527344,37.64699935913086,36.27299880981445,43.55,1.37,4,2
2022-04-07,36.21500015258789,36.5,36.854000091552734,35.36899948120117,49.49,1.49,4,2
2022-04-08,35.5880012512207,36.19599914550781,36.25,35.48699951171875,40.25,0.76,4,2
2022-04-11,34.79999923706055,35.0,35.47800064086914,34.52000045776367,37.77,0.96,4,2
2022-04-12,34.40999984741211,35.590999603271484,35.941001892089844,34.224998474121094,38.24,1.72,4,2
2022-04-13,35.042999267578125,34.391998291015625,35.20000076293945,34.11600112915039,32.31,1.08,4,2
2022-04-14,34.112998962402344,35.095001220703125,35.20000076293945,33.986000061035156,43.44,1.21,4,2
2022-04-18,33.7859992980957,34.0,34.236000061035156,33.1619987487793,51.05,1.07,4,2
2022-04-19,34.861000061035156,33.321998596191406,35.167999267578125,33.321998596191406,209.07,1.85,4,2
2022-04-20,22.618999481201172,24.520000457763672,24.8700008392334,21.250999450683594,1333.88,3.62,4,2
2022-04-21,21.82200050354004,22.0,22.76799964904785,21.152000427246094,535.02,1.62,4,2
2022-04-22,21.552000045776367,22.01799964904785,22.62700080871582,21.0049991607666,375.15,1.62,4,2
2022-04-25,20.990999221801758,21.381000518798828,21.666000366210938,20.451000213623047,281.52,1.22,4,2
2022-04-26,19.84000015258789,20.8799991607666,20.915000915527344,19.827999114990234,203.18,1.09,4,2
2022-04-27,18.854000091552734,19.400999069213867,20.018999099731445,18.777000427246094,222.98,1.24,4,2
2022-04-28,19.95199966430664,19.1560001373291,20.148000717163086,18.559999465942383,213.63,1.59,4,2
2022-04-29,19.035999298095703,19.868000030517578,20.47100067138672,19.0,163.92,1.47,4,2
2022-05-02,19.945999145507812,19.17099952697754,20.020999908447266,19.000999450683594,145.92,1.02,5,2
2022-05-03,19.98699951171875,19.82900047302246,20.31999969482422,19.476999282836914,118.39,0.84,5,2
2022-05-04,20.400999069213867,19.764999389648438,20.437999725341797,19.10099983215332,122.19,1.34,5,2
2022-05-05,18.832000732421875,20.045000076293945,20.070999145507812,18.600000381469727,139.71,1.47,5,2
2022-05-06,18.097000122070312,18.674999237060547,18.72100067138672,17.58099937438965,171.86,1.14,5,2
2022-05-09,17.309999465942383,17.766000747680664,18.31999969482422,17.229999542236328,140.31,1.09,5,2
2022-05-10,17.766000747680664,17.60099983215332,18.187000274658203,17.05699920654297,138.84,1.13,5,2
2022-05-11,16.636999130249023,17.608999252319336,18.091999053955078,16.55500030517578,126.66,1.54,5,2
2022-05-12,17.430999755859375,16.395999908447266,17.757999420166016,16.270999908447266,176.62,1.49,5,2
2022-05-13,18.763999938964844,17.715999603271484,18.777000427246094,17.60099983215332,131.36,1.18,5,2
2022-05-16,18.650999069213867,19.329999923706055,19.589000701904297,18.56999969482422,161.45,1.02,5,2
2022-05-17,19.055999755859375,18.91699981689453,19.139999389648438,18.517000198364258,98.77,0.62,5,2
2022-05-18,17.7189998626709,18.672000885009766,18.770000457763672,17.62700080871582,96.66,1.14,5,2
2022-05-19,18.347999572753906,17.80500030517578,18.6299991607666,17.570999145507812,104.48,1.06,5,2
2022-05-20,18.635000228881836,18.586999893188477,19.018999099731445,17.976999282836914,104.29,1.04,5,2
2022-05-23,18.743999481201172,18.614999771118164,18.766000747680664,17.788999557495117,96.02,0.98,5,2
2022-05-24,18.034000396728516,18.200000762939453,18.399999618530273,17.716999053955078,77.06,0.68,5,2
2022-05-25,18.783000946044922,18.027999877929688,18.886999130249023,18.017000198364258,85.22,0.87,5,2
2022-05-26,19.139999389648438,18.64900016784668,19.233999252319336,18.30900001525879,80.5,0.92,5,2
2022-05-27,19.518999099731445,19.319000244140625,19.524999618530273,19.03700065612793,85.86,0.49,5,2
2022-05-31,19.743999481201172,19.618000030517578,19.9950008392334,19.079999923706055,113.98,0.92,5,2
2022-06-01,19.291000366210938,19.8700008392334,20.27400016784668,19.166000366210938,84.16,1.11,6,2
2022-06-02,20.509000778198242,19.20199966430664,20.547000885009766,19.172000885009766,96.23,1.38,6,2
2022-06-03,19.898000717163086,20.013999938964844,20.295000076293945,19.80500030517578,71.92,0.49,6,2
2022-06-06,19.714000701904297,20.208999633789062,20.386999130249023,19.538000106811523,53.72,0.85,6,2
2022-06-07,19.861000061035156,19.48699951171875,19.959999084472656,19.299999237060547,48.4,0.66,6,2
2022-06-08,20.283000946044922,19.795000076293945,20.738000869750977,19.763999938964844,72.44,0.97,6,2
2022-06-09,19.277000427246094,20.065000534057617,20.16900062561035,19.253999710083008,69.49,0.92,6,2
2022-06-10,18.29400062561035,18.263999938964844,18.586000442504883,18.084999084472656,130.66,0.5,6,2
2022-06-13,16.9689998626709,17.707000732421875,17.909000396728516,16.895999908447266,102.22,1.01,6,2
2022-06-14,16.753999710083008,16.975000381469727,17.20599937438965,16.42799949645996,115.55,0.78,6,2
2022-06-15,18.01099967956543,16.926000595092773,18.385000228881836,16.85300064086914,123.96,1.53,6,2
2022-06-16,17.334999084472656,17.399999618530273,17.62700080871582,17.1560001373291,82.01,0.47,6,2
2022-06-17,17.551000595092773,17.363000869750977,17.96500015258789,17.333999633789062,121.33,0.63,6,2
2022-06-21,17.090999603271484,17.760000228881836,17.86199951171875,16.979999542236328,121.78,0.88,6,2
2022-06-22,17.888999938964844,17.075000762939453,18.281999588012695,17.020000457763672,119.92,1.26,6,2
2022-06-23,18.17099952697754,18.049999237060547,18.275999069213867,17.586999893188477,95.38,0.69,6,2
2022-06-24,19.084999084472656,18.350000381469727,19.118999481201172,18.18400001525879,124.24,0.93,6,2
2022-06-27,18.913999557495117,19.177000045776367,19.17799949645996,18.23900032043457,83.64,0.94,6,2
2022-06-28,17.959999084472656,18.920000076293945,19.219999313354492,17.937000274658203,71.85,1.28,6,2
2022-06-29,17.836000442504883,17.954999923706055,18.066999435424805,17.510000228881836,57.67,0.56,6,2
2022-06-30,17.48699951171875,17.707000732421875,17.94499969482422,17.030000686645508,78.95,0.91,6,2
2022-07-01,17.9950008392334,17.64900016784668,18.010000228881836,17.427000045776367,52.02,0.58,7,3
2022-07-05,18.58799934387207,17.628000259399414,18.591999053955078,17.26799964904785,73.34,1.32,7,3
2022-07-06,18.4060001373291,18.520000457763672,18.621999740600586,18.082000732421875,57.53,0.54,7,3
2022-07-07,18.927000045776367,18.427000045776367,19.020999908447266,18.350000381469727,63.34,0.67,7,3
2022-07-08,18.697999954223633,18.601999282836914,18.990999221801758,18.274999618530273,58.36,0.72,7,3
2022-07-11,17.733999252319336,18.472999572753906,18.499000549316406,17.68899917602539,60.39,0.81,7,3
2022-07-12,17.44499969482422,17.732999801635742,17.97800064086914,17.341999053955078,68.45,0.64,7,3
2022-07-13,17.6560001373291,17.049999237060547,17.917999267578125,16.969999313354492,127.34,0.95,7,3
2022-07-14,17.47800064086914,17.555999755859375,17.75200080871582,17.18199920654297,90.4,0.57,7,3
2022-07-15,18.910999298095703,17.558000564575195,18.922000885009766,17.45599937438965,163.19,1.47,7,3
2022-07-18,19.091999053955078,19.25,19.966999053955078,18.979999542236328,163.23,0.99,7,3
2022-07-19,20.163000106811523,19.302000045776367,20.19700050354004,18.84000015258789,281.79,1.36,7,3
2022-07-20,21.643999099731445,20.816999435424805,21.69700050354004,20.010000228881836,539.2,1.69,7,3
2022-07-21,22.38800048828125,21.43000030517578,22.43199920654297,21.149999618530273,234.3,1.28,7,3
2022-07-22,22.04400062561035,22.238000869750977,22.934999465942383,21.8439998626709,178.06,1.09,7,3
2022-07-25,21.85099983215332,22.131000518798828,22.523000717163086,21.635000228881836,109.35,0.89,7,3
2022-07-26,21.391000747680664,21.666000366210938,21.93899917602539,21.163999557495117,95.08,0.77,7,3
2022-07-27,22.674999237060547,21.648000717163086,22.777999877929688,21.45800018310547,105.08,1.32,7,3
2022-07-28,22.601999282836914,22.459999084472656,22.809999465942383,21.966999053955078,89.73,0.84,7,3
2022-07-29,22.489999771118164,22.32900047302246,23.075000762939453,22.239999771118164,90.65,0.84,7,3
2022-08-01,22.621000289916992,22.309999465942383,22.839000701904297,22.100000381469727,55.25,0.74,8,3
2022-08-02,22.142000198364258,22.275999069213867,22.81999969482422,22.08799934387207,63.61,0.73,8,3
2022-08-03,22.67300033569336,22.479000091552734,22.809999465942383,22.242000579833984,64.01,0.57,8,3
2022-08-04,22.990999221801758,22.76799964904785,23.207000732421875,22.5049991607666,71.43,0.7,8,3
2022-08-05,22.67799949645996,22.530000686645508,22.86199951171875,22.28700065612793,55.4,0.57,8,3
2022-08-08,23.349000930786133,22.749000549316406,24.195999145507812,22.641000747680664,109.82,1.55,8,3
2022-08-09,22.993999481201172,23.16200065612793,23.219999313354492,22.46500015258789,61.81,0.75,8,3
2022-08-10,24.410999298095703,23.698999404907227,24.45400047302246,23.65999984741211,92.55,0.79,8,3
2022-08-11,24.270000457763672,24.468000411987305,25.16200065612793,24.150999069213867,87.8,1.01,8,3
2022-08-12,24.93000030517578,24.481000900268555,24.94099998474121,24.375999450683594,60.98,0.57,8,3
2022-08-15,24.910999298095703,24.81100082397461,25.198999404907227,24.750999450683594,65.27,0.45,8,3
2022-08-16,24.569000244140625,24.715999603271484,24.929000854492188,24.402999877929688,51.37,0.53,8,3
2022-08-17,24.114999771118164,24.118000030517578,24.423999786376953,23.756000518798828,56.27,0.67,8,3
2022-08-18,24.517000198364258,24.195999145507812,24.648000717163086,23.92799949645996,52.8,0.72,8,3
2022-08-19,24.115999221801758,24.094999313354492,24.32900047302246,23.56800079345703,75.05,0.76,8,3
2022-08-22,22.65399932861328,23.2549991607666,23.347999572753906,22.458999633789062,86.3,0.89,8,3
2022-08-23,22.454999923706055,22.645999908447266,22.989999771118164,22.43000030517578,52.77,0.56,8,3
2022-08-24,22.961000442504883,22.56599998474121,23.40999984741211,22.393999099731445,54.26,1.02,8,3
2022-08-25,23.398000717163086,23.02400016784668,23.416000366210938,22.899999618530273,37.67,0.52,8,3
2022-08-26,22.327999114990234,23.363000869750977,23.69499969482422,22.315000534057617,53.5,1.38,8,3
2022-08-29,22.457000732421875,22.19300079345703,22.98699951171875,22.152000427246094,71.09,0.83,8,3
2022-08-30,22.065000534057617,22.666000366210938,22.979000091552734,21.874000549316406,57.4,1.1,8,3
2022-08-31,22.356000900268555,22.700000762939453,23.38800048828125,22.343000411987305,86.16,1.05,8,3
2022-09-01,23.003999710083008,22.07200050354004,23.03700065612793,21.94700050354004,72.93,1.09,9,3
2022-09-02,22.611000061035156,23.10300064086914,23.38800048828125,22.503999710083008,81.65,0.88,9,3
2022-09-06,21.839000701904297,22.55900001525879,22.684999465942383,21.4689998626709,74.69,1.22,9,3
2022-09-07,22.895999908447266,22.020999908447266,22.933000564575195,21.82699966430664,81.49,1.11,9,3
2022-09-08,22.743999481201172,22.416000366210938,22.874000549316406,22.1299991607666,67.37,0.74,9,3
2022-09-09,23.35700035095215,22.961999893188477,23.47800064086914,22.961999893188477,67.0,0.52,9,3
2022-09-12,23.652999877929688,23.361000061035156,23.948999404907227,23.336999893188477,60.47,0.61,9,3
2022-09-13,21.812999725341797,22.649999618530273,22.768999099731445,21.77199935913086,80.0,1.0,9,3
2022-09-14,22.41200065612793,21.98200035095215,22.799999237060547,21.579999923706055,82.3,1.22,9,3
2022-09-15,23.538000106811523,23.047000885009766,24.229000091552734,22.90999984741211,194.54,1.32,9,3
2022-09-16,24.01300048828125,23.121999740600586,24.13599967956543,22.783000946044922,189.14,1.35,9,3
2022-09-19,24.363000869750977,24.5049991607666,24.524999618530273,23.575000762939453,179.12,0.95,9,3
2022-09-20,24.28499984741211,24.03700065612793,25.048999786376953,23.965999603271484,160.37,1.08,9,3
2022-09-21,23.687000274658203,24.267000198364258,24.829999923706055,23.667999267578125,91.67,1.16,9,3
2022-09-22,23.704999923706055,23.53499984741211,24.049999237060547,23.166000366210938,100.18,0.88,9,3
2022-09-23,22.641000747680664,23.513999938964844,23.645000457763672,22.14299964904785,112.07,1.5,9,3
2022-09-26,22.406999588012695,22.559999465942383,23.270000457763672,22.301000595092773,82.34,0.97,9,3
2022-09-27,22.43600082397461,22.863000869750977,23.06399917602539,22.07200050354004,77.62,0.99,9,3
2022-09-28,24.520000457763672,22.9689998626709,24.665000915527344,22.738000869750977,175.8,1.93,9,3
2022-09-29,23.97100067138672,24.160999298095703,24.697999954223633,23.56800079345703,189.95,1.13,9,3
2022-09-30,23.54400062561035,23.700000762939453,24.243999481201172,23.326000213623047,118.49,0.92,9,3
2022-10-03,23.90399932861328,23.78499984741211,24.15399932861328,23.28499984741211,86.57,0.87,10,4
2022-10-04,24.073999404907227,24.483999252319336,24.579999923706055,23.325000762939453,139.26,1.25,10,4
2022-10-05,23.67300033569336,23.875999450683594,24.159000396728516,22.738000869750977,108.26,1.42,10,4
2022-10-06,24.00200080871582,23.667999267578125,24.42799949645996,23.391000747680664,91.89,1.04,10,4
2022-10-07,22.475000381469727,23.57699966430664,23.732999801635742,22.42799949645996,98.06,1.31,10,4
2022-10-10,22.99799919128418,22.56399917602539,23.382999420166016,22.42300033569336,99.91,0.96,10,4
2022-10-11,21.429000854492188,22.604999542236328,23.04400062561035,21.3700008392334,152.82,1.67,10,4
2022-10-12,22.086999893188477,21.43000030517578,22.367000579833984,21.263999938964844,129.53,1.1,10,4
2022-10-13,23.250999450683594,21.268999099731445,23.44700050354004,21.17300033569336,175.05,2.27,10,4
2022-10-14,23.0,23.780000686645508,23.8799991607666,22.951000213623047,152.93,0.93,10,4
2022-10-17,24.510000228881836,23.44099998474121,24.992000579833984,23.440000534057617,210.58,1.55,10,4
2022-10-18,24.086000442504883,24.979999542236328,25.03700065612793,23.773000717163086,257.77,1.26,10,4
2022-10-19,27.238000869750977,26.5,27.93000030517578,26.266000747680664,466.85,1.66,10,4
2022-10-20,26.81599998474121,27.277999877929688,27.83799934387207,26.63800048828125,172.07,1.2,10,4
2022-10-21,28.957000732421875,26.895000457763672,29.075000762939453,26.56800079345703,248.89,2.51,10,4
2022-10-24,28.2450008392334,29.023000717163086,29.048999786376953,28.035999298095703,133.26,1.01,10,4
2022-10-25,29.101999282836914,28.69499969482422,29.759000778198242,28.55500030517578,151.01,1.2,10,4
2022-10-26,29.86199951171875,29.003999710083008,30.562999725341797,28.804000854492188,157.14,1.76,10,4
2022-10-27,29.694000244140625,29.83300018310547,30.520999908447266,29.47800064086914,146.13,1.04,10,4
2022-10-28,29.57200050354004,29.770000457763672,30.118999481201172,29.229000091552734,99.6,0.89,10,4
2022-10-31,29.187999725341797,29.51300048828125,29.761999130249023,28.950000762939453,75.05,0.81,10,4
2022-11-01,28.674999237060547,29.617000579833984,29.969999313354492,28.642000198364258,69.16,1.33,11,4
2022-11-02,27.299999237060547,28.639999389648438,28.732999801635742,27.284000396728516,103.68,1.45,11,4
2022-11-03,26.9060001373291,27.125,27.628999710083008,26.8799991607666,70.57,0.75,11,4
2022-11-04,26.07900047302246,27.20199966430664,27.496999740600586,25.531999588012695,111.25,1.97,11,4
2022-11-07,25.860000610351562,26.106000900268555,26.114999771118164,25.208999633789062,79.27,0.91,11,4
2022-11-08,26.34600067138672,25.992000579833984,26.607999801635742,25.687999725341797,76.84,0.92,11,4
2022-11-09,25.465999603271484,25.965999603271484,26.09000015258789,25.422000885009766,72.66,0.67,11,4
2022-11-10,27.496999740600586,26.599000930786133,27.535999298095703,26.009000778198242,96.67,1.53,11,4
2022-11-11,29.01300048828125,27.44700050354004,29.06599998474121,27.1560001373291,95.74,1.91,11,4
2022-11-14,29.927000045776367,29.0,31.100000381469727,28.819000244140625,179.78,2.28,11,4
2022-11-15,31.020000457763672,30.920000076293945,31.270999908447266,30.2549991607666,146.27,1.02,11,4
2022-11-16,30.601999282836914,30.993999481201172,31.048999786376953,30.361000061035156,80.39,0.69,11,4
2022-11-17,29.527999877929688,29.472000122070312,29.98200035095215,29.100000381469727,98.38,0.88,11,4
2022-11-18,28.79800033569336,29.732999801635742,29.799999237060547,28.700000762939453,84.0,1.1,11,4
2022-11-21,28.5049991607666,29.100000381469727,29.187000274658203,28.266000747680664,72.56,0.92,11,4
2022-11-22,28.66900062561035,28.499000549316406,28.697999954223633,27.733999252319336,62.45,0.96,11,4
2022-11-23,29.149999618530273,28.590999603271484,29.246999740600586,28.375999450683594,59.19,0.87,11,4
2022-11-25,28.554000854492188,28.899999618530273,28.92099952697754,28.41699981689453,32.36,0.5,11,4
2022-11-28,28.117000579833984,28.399999618530273,28.954999923706055,28.05299949645996,47.03,0.9,11,4
2022-11-29,28.09600067138672,28.25,28.29599952697754,27.5939998626709,57.87,0.7,11,4
2022-11-30,30.55299949645996,28.136999130249023,30.826000213623047,28.041000366210938,160.7,2.78,11,4
2022-12-01,31.69499969482422,30.39900016784668,31.979999542236328,30.30299949645996,146.65,1.68,12,4
2022-12-02,32.04100036621094,31.048999786376953,32.19900131225586,31.0,126.91,1.2,12,4
2022-12-05,31.259000778198242,31.645999908447266,32.277000427246094,31.091999053955078,84.23,1.19,12,4
2022-12-06,30.555999755859375,31.100000381469727,31.32200050354004,30.312999725341797,71.95,1.01,12,4
2022-12-07,30.841999053955078,30.649999618530273,30.961000442504883,30.209999084472656,78.22,0.75,12,4
2022-12-08,31.025999069213867,30.910999298095703,31.238000869750977,30.481000900268555,72.05,0.76,12,4
2022-12-09,32.000999450683594,32.14500045776367,32.900001525878906,31.95199966430664,143.64,0.95,12,4
2022-12-12,31.51799964904785,32.0,32.31800079345703,30.885000228881836,101.49,1.43,12,4
2022-12-13,32.034000396728516,32.79999923706055,33.27199935913086,31.719999313354492,107.56,1.55,12,4
2022-12-14,31.783000946044922,31.89699935913086,32.47100067138672,31.441999435424805,75.43,1.03,12,4
2022-12-15,29.041000366210938,30.211999893188477,30.339000701904297,28.655000686645508,177.25,1.68,12,4
2022-12-16,29.070999145507812,28.875999450683594,29.472000122070312,28.8700008392334,140.8,0.6,12,4
2022-12-19,28.829999923706055,28.972999572753906,29.225000381469727,28.613000869750977,61.64,0.61,12,4
2022-12-20,28.819000244140625,28.124000549316406,28.92799949645996,28.08099937438965,69.18,0.85,12,4
2022-12-21,29.79599952697754,28.999000549316406,30.06599998474121,28.649999618530273,63.76,1.42,12,4
2022-12-22,29.774999618530273,29.80900001525879,29.88800048828125,29.08099937438965,78.56,0.81,12,4
2022-12-23,29.496000289916992,29.618000030517578,29.84600067138672,29.19099998474121,42.51,0.66,12,4
2022-12-27,28.41699981689453,29.319000244140625,29.35700035095215,28.21299934387207,57.78,1.14,12,4
2022-12-28,27.687999725341797,28.191999435424805,28.518999099731445,27.340999603271484,59.64,1.18,12,4
2022-12-29,29.11199951171875,28.31800079345703,29.549999237060547,28.10099983215332,95.88,1.45,12,4
2022-12-30,29.488000869750977,28.55299949645996,29.500999450683594,28.32200050354004,75.67,1.18,12,4
2023-01-03,29.4950008392334,29.805999755859375,29.839000701904297,28.8700008392334,67.64,0.97,1,1
2023-01-04,30.94099998474121,29.823999404907227,31.11400032043457,29.551000595092773,93.45,1.56,1,1
2023-01-05,30.969999313354492,30.700000762939453,31.417999267578125,30.454999923706055,83.28,0.96,1,1
2023-01-06,31.55500030517578,31.156999588012695,31.677000045776367,30.368999481201172,89.6,1.31,1,1
2023-01-09,31.517000198364258,31.683000564575195,32.16999816894531,31.32200050354004,67.67,0.85,1,1
2023-01-10,32.75400161743164,31.10700035095215,32.935001373291016,31.10700035095215,130.72,1.83,1,1
2023-01-11,32.72600173950195,32.650001525878906,32.88800048828125,32.1349983215332,95.8,0.75,1,1
2023-01-12,33.01300048828125,33.25,33.29499816894531,32.31399917602539,108.56,0.98,1,1
2023-01-13,33.28200149536133,32.99700164794922,33.665000915527344,32.888999938964844,82.87,0.78,1,1
2023-01-17,32.62200164794922,33.108001708984375,33.25,32.36000061035156,92.47,0.89,1,1
2023-01-18,32.632999420166016,32.67499923706055,33.007999420166016,32.125,78.14,0.88,1,1
2023-01-19,31.577999114990234,32.25699996948242,32.48899841308594,31.339000701904297,180.08,1.15,1,1
2023-01-20,34.25,33.67900085449219,34.400001525878906,33.26300048828125,284.3,1.14,1,1
2023-01-23,35.742000579833984,34.172000885009766,36.224998474121094,34.0629997253418,156.47,2.16,1,1
2023-01-24,36.382999420166016,35.75299835205078,36.564998626708984,35.513999938964844,117.96,1.05,1,1
2023-01-25,36.79600143432617,36.05699920654297,36.88999938964844,35.849998474121094,77.67,1.04,1,1
2023-01-26,36.48699951171875,36.87699890136719,36.902000427246094,36.16999816894531,82.57,0.73,1,1
2023-01-27,36.07699966430664,36.31999969482422,36.59199905395508,36.058998107910156,67.04,0.53,1,1
2023-01-30,35.31100082397461,35.84400177001953,36.095001220703125,35.2859992980957,51.28,0.81,1,1
2023-01-31,35.38600158691406,34.99800109863281,35.595001220703125,34.87099838256836,56.61,0.72,1,1
2023-02-01,36.19900131225586,35.38600158691406,36.53900146484375,34.99100112915039,80.05,1.55,2,1
2023-02-02,36.68899917602539,36.51599884033203,36.832000732421875,35.84299850463867,78.57,0.99,2,1
2023-02-03,36.59000015258789,35.90800094604492,37.94300079345703,35.900001525878906,94.02,2.04,2,1
2023-02-06,36.14799880981445,36.36399841308594,36.845001220703125,36.06800079345703,49.95,0.78,2,1
2023-02-07,36.29499816894531,35.85100173950195,36.417999267578125,35.417999267578125,62.89,1.0,2,1
2023-02-08,36.68299865722656,36.00199890136719,36.819000244140625,35.83100128173828,62.53,0.99,2,1
2023-02-09,36.25,37.24100112915039,37.382999420166016,36.17399978637695,69.01,1.21,2,1
2023-02-10,34.736000061035156,35.91600036621094,36.2140007019043,34.7140007019043,72.91,1.5,2,1
2023-02-13,35.856998443603516,34.95000076293945,35.970001220703125,34.42499923706055,71.34,1.55,2,1
2023-02-14,35.99599838256836,35.755001068115234,36.375,35.34000015258789,46.25,1.03,2,1
2023-02-15,36.141998291015625,35.66299819946289,36.28799819946289,35.42399978637695,39.66,0.86,2,1
2023-02-16,35.07099914550781,35.5,36.150001525878906,35.03099822998047,52.16,1.12,2,1
2023-02-17,34.79600143432617,34.79100036621094,34.900001525878906,34.24399948120117,52.95,0.66,2,1
2023-02-21,33.75,34.28499984741211,34.41299819946289,33.641998291015625,57.1,0.77,2,1
2023-02-22,33.487998962402344,33.75,34.191001892089844,33.28200149536133,45.46,0.91,2,1
2023-02-23,32.3650016784668,33.12300109863281,33.12799835205078,31.43000030517578,132.39,1.7,2,1
2023-02-24,31.71500015258789,31.93000030517578,32.150001525878906,31.45199966430664,68.31,0.7,2,1
2023-02-27,32.303001403808594,32.387001037597656,33.0,32.21200180053711,61.43,0.79,2,1
2023-02-28,32.2130012512207,32.369998931884766,32.762001037597656,32.117000579833984,36.76,0.65,2,1
2023-03-01,31.347999572753906,32.154998779296875,32.65999984741211,31.236000061035156,49.11,1.42,3,1
2023-03-02,31.187999725341797,31.09600067138672,31.55699920654297,31.038000106811523,49.11,0.52,3,1
2023-03-03,31.51799964904785,31.545000076293945,31.749000549316406,31.082000732421875,59.53,0.67,3,1
2023-03-06,31.202999114990234,31.700000762939453,32.33000183105469,31.18400001525879,56.61,1.15,3,1
2023-03-07,30.847000122070312,31.26799964904785,31.43000030517578,30.66200065612793,45.53,0.77,3,1
2023-03-08,31.179000854492188,30.929000854492188,31.183000564575195,30.575000762939453,34.8,0.61,3,1
2023-03-09,29.777999877929688,31.20800018310547,31.250999450683594,29.488000869750977,74.43,1.76,3,1
2023-03-10,29.275999069213867,29.790000915527344,29.878999710083008,28.899999618530273,57.59,0.98,3,1
2023-03-13,29.35099983215332,28.733999252319336,29.923999786376953,28.533000946044922,62.92,1.39,3,1
2023-03-14,29.493999481201172,29.597000122070312,29.7450008392334,29.0310001373291,59.57,0.71,3,1
2023-03-15,30.378999710083008,29.250999450683594,30.631000518798828,29.22800064086914,92.15,1.4,3,1
2023-03-16,31.006000518798828,30.475000381469727,31.65999984741211,30.17099952697754,79.04,1.49,3,1
2023-03-17,30.350000381469727,31.006000518798828,31.076000213623047,30.0,69.19,1.08,3,1
2023-03-20,30.51300048828125,29.979000091552734,30.75,29.600000381469727,51.13,1.15,3,1
2023-03-21,30.57900047302246,30.631999969482422,30.79199981689453,30.042999267578125,48.86,0.75,3,1
2023-03-22,29.389999389648438,30.631000518798828,30.645000457763672,29.354000091552734,58.08,1.29,3,1
2023-03-23,32.0369987487793,30.468000411987305,32.27799987792969,30.413999557495117,156.53,1.86,3,1
2023-03-24,32.8390007019043,32.0629997253418,33.18299865722656,32.0629997253418,129.92,1.12,3,1
2023-03-27,32.76599884033203,32.755001068115234,33.64400100708008,32.441001892089844,86.26,1.2,3,1
2023-03-28,32.35200119018555,32.60599899291992,33.332000732421875,32.12799835205078,64.89,1.2,3,1
2023-03-29,33.202999114990234,32.62900161743164,33.28499984741211,32.573001861572266,62.87,0.71,3,1
2023-03-30,33.84299850463867,34.027000427246094,34.32899856567383,33.529998779296875,71.32,0.8,3,1
2023-03-31,34.54800033569336,34.005001068115234,34.58399963378906,33.720001220703125,56.1,0.86,3,1
2023-04-03,34.827999114990234,34.18299865722656,34.858001708984375,34.040000915527344,44.14,0.82,4,2
2023-04-04,34.67499923706055,34.8489990234375,34.97999954223633,34.39500045776367,32.98,0.58,4,2
2023-04-05,34.23500061035156,34.529998779296875,34.542999267578125,33.625,42.06,0.92,4,2
2023-04-06,33.93299865722656,33.933998107910156,34.04800033569336,33.26300048828125,46.6,0.78,4,2
2023-04-10,33.89899826049805,33.527000427246094,33.987998962402344,33.33599853515625,26.58,0.65,4,2
2023-04-11,33.82099914550781,34.345001220703125,34.7140007019043,33.763999938964844,40.45,0.95,4,2
2023-04-12,33.10300064086914,34.08100128173828,34.279998779296875,33.00400161743164,39.65,1.28,4,2
2023-04-13,34.61899948120117,33.999000549316406,34.643001556396484,33.875,74.06,0.77,4,2
2023-04-14,33.862998962402344,34.29399871826172,34.48500061035156,33.64099884033203,53.5,0.84,4,2
2023-04-17,33.27199935913086,33.79999923706055,33.8390007019043,32.75,61.36,1.09,4,2
2023-04-18,33.369998931884766,33.5,33.71900177001953,33.04999923706055,179.44,0.67,4,2
2023-04-19,32.3120002746582,32.42100143432617,32.57500076293945,31.610000610351562,221.28,0.97,4,2
2023-04-20,32.53499984741211,32.03900146484375,33.143001556396484,31.83300018310547,99.48,1.31,4,2
2023-04-21,32.79800033569336,32.29999923706055,32.82899856567383,31.950000762939453,63.48,0.88,4,2
2023-04-24,32.902000427246094,33.02000045776367,33.465999603271484,32.67499923706055,55.87,0.79,4,2
2023-04-25,32.255001068115234,32.849998474121094,32.86600112915039,32.11000061035156,54.27,0.76,4,2
2023-04-26,32.1150016784668,32.13600158691406,32.59000015258789,32.047000885009766,46.23,0.54,4,2
2023-04-27,32.584999084472656,32.43000030517578,32.744998931884766,31.743999481201172,56.19,1.0,4,2
